,SPA,WAC,corpus,modelname,numTest,numTrain,testRole,trainRole
0,50.66079295154185,70.68843151171043,Eng-NA_Morisset_UCLA_Utterance.csv,AdjLearner,454,4159,Adult,Adult
0,40.52863436123348,62.952448545067426,Eng-NA_Morisset_UCLA_Utterance.csv,ProminenceLearner,454,4159,Adult,Adult
0,54.18502202643172,72.3207948899929,Eng-NA_Morisset_UCLA_Utterance.csv,AdjPromLearner,454,4159,Adult,Adult
0,26.994061154492293,38.6832879650256,Eng-NA_Morisset_UCLA_Utterance.csv,ChanceLearner,1303,4613,Target_Child,Adult
0,49.96162701458174,62.69487750556793,Eng-NA_Morisset_UCLA_Utterance.csv,BigramLearner,1303,4613,Target_Child,Adult
0,47.12202609363008,53.30363771343727,Eng-NA_Morisset_UCLA_Utterance.csv,TrigramLearner,1303,4613,Target_Child,Adult
0,61.2432847275518,70.15590200445435,Eng-NA_Morisset_UCLA_Utterance.csv,AdjLearner,1303,4613,Target_Child,Adult
0,54.796623177283195,67.2234595397179,Eng-NA_Morisset_UCLA_Utterance.csv,ProminenceLearner,1303,4613,Target_Child,Adult
0,67.53645433614736,75.53823311061619,Eng-NA_Morisset_UCLA_Utterance.csv,AdjPromLearner,1303,4613,Target_Child,Adult
0,10.92533797245113,26.8959054448664,Eng-UK_Manchester_aran_Utterance.csv,ChanceLearner,6319,56829,Adult,Adult
0,37.047001107770214,68.16990210718434,Eng-UK_Manchester_aran_Utterance.csv,BigramLearner,6319,56829,Adult,Adult
0,43.63032125336287,77.77335324373652,Eng-UK_Manchester_aran_Utterance.csv,TrigramLearner,6319,56829,Adult,Adult
0,53.014717518594715,79.63165754106521,Eng-UK_Manchester_aran_Utterance.csv,AdjLearner,6319,56829,Adult,Adult
0,43.456243076436145,65.85034013605443,Eng-UK_Manchester_aran_Utterance.csv,ProminenceLearner,6319,56829,Adult,Adult
0,55.610064883684124,79.70466235274597,Eng-UK_Manchester_aran_Utterance.csv,AdjPromLearner,6319,56829,Adult,Adult
0,20.646635583667077,35.63167011402137,Eng-UK_Manchester_aran_Utterance.csv,ChanceLearner,21760,63148,Target_Child,Adult
0,40.57904411764706,62.31119977201482,Eng-UK_Manchester_aran_Utterance.csv,BigramLearner,21760,63148,Target_Child,Adult
0,34.63235294117647,47.34967227130237,Eng-UK_Manchester_aran_Utterance.csv,TrigramLearner,21760,63148,Target_Child,Adult
0,45.82720588235294,66.69635223710459,Eng-UK_Manchester_aran_Utterance.csv,AdjLearner,21760,63148,Target_Child,Adult
0,44.42095588235294,66.68210316329439,Eng-UK_Manchester_aran_Utterance.csv,ProminenceLearner,21760,63148,Target_Child,Adult
0,54.237132352941174,73.20461669991451,Eng-UK_Manchester_aran_Utterance.csv,AdjPromLearner,21760,63148,Target_Child,Adult
0,10.213737968529907,25.48598297223245,Celtic_Welsh_Utterance.csv,ChanceLearner,7297,66237,Adult,Adult
0,27.257777168699466,61.58994926824086,Celtic_Welsh_Utterance.csv,BigramLearner,7297,66237,Adult,Adult
0,28.23077977250925,67.1385694175144,Celtic_Welsh_Utterance.csv,TrigramLearner,7297,66237,Adult,Adult
0,38.81047005618748,71.06430449679938,Celtic_Welsh_Utterance.csv,AdjLearner,7297,66237,Adult,Adult
0,35.68589831437577,56.375999362532866,Celtic_Welsh_Utterance.csv,ProminenceLearner,7297,66237,Adult,Adult
0,45.49814992462656,70.93946718372334,Celtic_Welsh_Utterance.csv,AdjPromLearner,7297,66237,Adult,Adult
0,17.13051827590699,31.985610485388673,Celtic_Welsh_Utterance.csv,ChanceLearner,98012,73534,Target_Child,Adult
0,25.750928457739867,47.50997422866488,Celtic_Welsh_Utterance.csv,BigramLearner,98012,73534,Target_Child,Adult
0,22.712524996939152,32.3956041196468,Celtic_Welsh_Utterance.csv,TrigramLearner,98012,73534,Target_Child,Adult
0,30.568705872750275,51.96392640886961,Celtic_Welsh_Utterance.csv,AdjLearner,98012,73534,Target_Child,Adult
0,23.07880667673346,44.96988112540062,Celtic_Welsh_Utterance.csv,ProminenceLearner,98012,73534,Target_Child,Adult
0,35.38954413745256,55.66043362390174,Celtic_Welsh_Utterance.csv,AdjPromLearner,98012,73534,Target_Child,Adult
0,16.533775777387348,32.96560443322811,Other_Basque_Utterance.csv,ChanceLearner,5364,48139,Adult,Adult
